uniprot,tmp_refs,disease_id,disease_name,effect_text,disease_description
Q15831,10,DI-00923,Peutz-Jeghers syndrome,The disease is caused by mutations affecting the gene represented in this entry.,"An autosomal dominant disorder characterized by melanocytic macules of the lips, multiple gastrointestinal hamartomatous polyps and an increased risk for various neoplasms, including gastrointestinal cancer."
Q15831,14,DI-00923,Peutz-Jeghers syndrome,The disease is caused by mutations affecting the gene represented in this entry.,"An autosomal dominant disorder characterized by melanocytic macules of the lips, multiple gastrointestinal hamartomatous polyps and an increased risk for various neoplasms, including gastrointestinal cancer."
Q15831,21,DI-00923,Peutz-Jeghers syndrome,The disease is caused by mutations affecting the gene represented in this entry.,"An autosomal dominant disorder characterized by melanocytic macules of the lips, multiple gastrointestinal hamartomatous polyps and an increased risk for various neoplasms, including gastrointestinal cancer."
Q15831,30,DI-00923,Peutz-Jeghers syndrome,The disease is caused by mutations affecting the gene represented in this entry.,"An autosomal dominant disorder characterized by melanocytic macules of the lips, multiple gastrointestinal hamartomatous polyps and an increased risk for various neoplasms, including gastrointestinal cancer."
Q15831,35,DI-00923,Peutz-Jeghers syndrome,The disease is caused by mutations affecting the gene represented in this entry.,"An autosomal dominant disorder characterized by melanocytic macules of the lips, multiple gastrointestinal hamartomatous polyps and an increased risk for various neoplasms, including gastrointestinal cancer."
Q15831,36,DI-00923,Peutz-Jeghers syndrome,The disease is caused by mutations affecting the gene represented in this entry.,"An autosomal dominant disorder characterized by melanocytic macules of the lips, multiple gastrointestinal hamartomatous polyps and an increased risk for various neoplasms, including gastrointestinal cancer."
Q15831,40,DI-00923,Peutz-Jeghers syndrome,The disease is caused by mutations affecting the gene represented in this entry.,"An autosomal dominant disorder characterized by melanocytic macules of the lips, multiple gastrointestinal hamartomatous polyps and an increased risk for various neoplasms, including gastrointestinal cancer."
Q15831,42,DI-00923,Peutz-Jeghers syndrome,The disease is caused by mutations affecting the gene represented in this entry.,"An autosomal dominant disorder characterized by melanocytic macules of the lips, multiple gastrointestinal hamartomatous polyps and an increased risk for various neoplasms, including gastrointestinal cancer."
Q15831,37,DI-02749,Testicular germ cell tumor,The gene represented in this entry may be involved in disease pathogenesis.,"A common malignancy in males representing 95% of all testicular neoplasms. TGCTs have various pathologic subtypes including: unclassified intratubular germ cell neoplasia, seminoma (including cases with syncytiotrophoblastic cells), spermatocytic seminoma, embryonal carcinoma, yolk sac tumor, choriocarcinoma, and teratoma."
Q15831,43,DI-02749,Testicular germ cell tumor,The gene represented in this entry may be involved in disease pathogenesis.,"A common malignancy in males representing 95% of all testicular neoplasms. TGCTs have various pathologic subtypes including: unclassified intratubular germ cell neoplasia, seminoma (including cases with syncytiotrophoblastic cells), spermatocytic seminoma, embryonal carcinoma, yolk sac tumor, choriocarcinoma, and teratoma."
Q15831,,,,"Defects in STK11 are associated with some sporadic cancers, especially lung cancers. Frequently mutated and inactivated in non-small cell lung cancer (NSCLC). Defects promote lung cancerigenesis process, especially lung cancer progression and metastasis. Confers lung adenocarcinoma the ability to trans-differentiate into squamous cell carcinoma. Also able to promotes lung cancer metastasis, via both cancer-cell autonomous and non-cancer-cell autonomous mechanisms.",
O75962,22,DI-04798,"Mental retardation, autosomal dominant 44",The disease may be caused by mutations affecting the gene represented in this entry.,"A form of mental retardation, a disorder characterized by significantly below average general intellectual functioning associated with impairments in adaptive behavior and manifested during the developmental period. MRD44 patients manifest developmental delay, variable intellectual disability, distinctive facial features, and abnormalities of the fingers. Most patients also have microcephaly."
O75962,23,DI-04798,"Mental retardation, autosomal dominant 44",The disease may be caused by mutations affecting the gene represented in this entry.,"A form of mental retardation, a disorder characterized by significantly below average general intellectual functioning associated with impairments in adaptive behavior and manifested during the developmental period. MRD44 patients manifest developmental delay, variable intellectual disability, distinctive facial features, and abnormalities of the fingers. Most patients also have microcephaly."
Q8WZ42,46,DI-01727,"Myopathy, myofibrillar, 9, with early respiratory failure ",The disease is caused by mutations affecting the gene represented in this entry.,"An autosomal dominant myopathy characterized by adulthood onset of weakness in proximal, distal, axial and respiratory muscles. Pelvic girdle weakness, foot drop and neck weakness are the main symptoms at onset, but ultimately the weakness usually involves the proximal compartment of both upper and lower limbs. Additional features include variable degrees of Achilles tendon contractures, spinal rigidity and muscle hypertrophy. Respiratory involvement often leads to requirement for non-invasive ventilation support."
Q8WZ42,33,DI-00239,"Cardiomyopathy, familial hypertrophic 9",The disease is caused by mutations affecting the gene represented in this entry.,"A hereditary heart disorder characterized by ventricular hypertrophy, which is usually asymmetric and often involves the interventricular septum. The symptoms include dyspnea, syncope, collapse, palpitations, and chest pain. They can be readily provoked by exercise. The disorder has inter- and intrafamilial variability ranging from benign to malignant forms with high risk of cardiac failure and sudden cardiac death."
